Time,Population
14.08,13.2521
14.09,13.2548
14.1,13.2574
14.11,13.2601
14.12,13.2627
14.13,13.2654
14.14,13.268
14.15,13.2707
14.16,13.2733
14.17,13.276
14.18,13.2786
14.19,13.2813
14.2,13.284
14.21,13.2866
14.22,13.2893
14.23,13.2919
14.24,13.2946
14.25,13.2972
14.26,13.2999
14.27,13.3026
14.28,13.3052
14.29,13.3079
14.3,13.3105
14.31,13.3132
14.32,13.3159
14.33,13.3185
14.34,13.3212
14.35,13.3239
14.36,13.3265
14.37,13.3292
14.38,13.3319
14.39,13.3345
14.4,13.3372
14.41,13.3399
14.42,13.3425
14.43,13.3452
14.44,13.3479
14.45,13.3505
14.46,13.3532
14.47,13.3559
14.48,13.3585
14.49,13.3612
14.5,13.3639
14.51,13.3666
14.52,13.3692
14.53,13.3719
14.54,13.3746
14.55,13.3773
14.56,13.3799
14.57,13.3826
14.58,13.3853
14.59,13.388
14.6,13.3906
14.61,13.3933
14.62,13.396
14.63,13.3987
14.64,13.4014
14.65,13.404
14.66,13.4067
14.67,13.4094
14.68,13.4121
14.69,13.4148
14.7,13.4174
14.71,13.4201
14.72,13.4228
14.73,13.4255
14.74,13.4282
14.75,13.4309
14.76,13.4336
14.77,13.4362
14.78,13.4389
14.79,13.4416
14.8,13.4443
14.81,13.447
14.82,13.4497
14.83,13.4524
14.84,13.4551
14.85,13.4578
14.86,13.4604
14.87,13.4631
14.88,13.4658
14.89,13.4685
14.9,13.4712
14.91,13.4739
14.92,13.4766
14.93,13.4793
14.94,13.482
14.95,13.4847
14.96,13.4874
14.97,13.4901
14.98,13.4928
14.99,13.4955
15,13.4982
15.01,13.5009
15.02,13.5036
15.03,13.5063
15.04,13.509
15.05,13.5117
15.06,13.5144
15.07,13.5171
15.08,13.5198
15.09,13.5225
15.1,13.5252
15.11,13.5279
15.12,13.5306
15.13,13.5333
15.14,13.536
15.15,13.5387
15.16,13.5414
15.17,13.5442
15.18,13.5469
15.19,13.5496
15.2,13.5523
15.21,13.555
15.22,13.5577
15.23,13.5604
15.24,13.5631
15.25,13.5658
15.26,13.5685
15.27,13.5713
15.28,13.574
15.29,13.5767
15.3,13.5794
15.31,13.5821
15.32,13.5848
15.33,13.5876
15.34,13.5903
15.35,13.593
15.36,13.5957
15.37,13.5984
15.38,13.6011
15.39,13.6039
15.4,13.6066
15.41,13.6093
15.42,13.612
15.43,13.6148
15.44,13.6175
15.45,13.6202
15.46,13.6229
15.47,13.6257
15.48,13.6284
15.49,13.6311
15.5,13.6338
15.51,13.6366
15.52,13.6393
15.53,13.642
15.54,13.6447
15.55,13.6475
15.56,13.6502
15.57,13.6529
15.58,13.6557
15.59,13.6584
15.6,13.6611
15.61,13.6639
15.62,13.6666
15.63,13.6693
15.64,13.6721
15.65,13.6748
15.66,13.6775
15.67,13.6803
15.68,13.683
15.69,13.6857
15.7,13.6885
15.71,13.6912
